"id_unique";"id_sample";"sample";"sex";"age";"age_range";"native_speaker";"math_grade";"math_load";"math_inf_program_choice";"honesty";"breaks";"noise";"device";"total_time_minutes";"liking_math";"liking_science";"liking_humanities";"persistence_math";"persistence_science";"persistence_humanities";"score_AMAS_total";"score_AMAS_learning";"score_AMAS_testing";"AMAS1";"AMAS2";"AMAS3";"AMAS4";"AMAS5";"AMAS6";"AMAS7";"AMAS8";"AMAS9";"score_GAD";"GAD1";"GAD2";"GAD3";"GAD4";"GAD5";"GAD6";"GAD7";"score_STAI_state_short";"STAI1";"STAI2";"STAI3";"STAI4";"STAI5";"score_TAI_short";"TAI1";"TAI2";"TAI3";"TAI4";"TAI5";"score_SDQ_M";"SDQ_M1";"SDQ_M2";"SDQ_M3";"SDQ_M4";"score_SDQ_L";"SDQ_L1";"SDQ_L2";"SDQ_L3";"SDQ_L4";"score_PISA_ME";"PISA_ME1";"PISA_ME2";"PISA_ME3";"PISA_ME4";"PISA_ME5";"PISA_ME6";"score_BFI_N";"BFI_N1";"BFI_N2";"BFI_N3";"BFI_N4";"BFI_N5";"BFI_N6";"BFI_N7";"BFI_N8";"teacher";"teacher_stage";"teacher_duration";"teacher_experience";"number_main_foci";"main_focus_literacy";"main_focus_humanities";"main_focus_science";"main_focus_mathematics";"main_focus_not_applicable";"preference_teaching_language";"preference_teaching_mathematics";"preference_teaching_science";"ease_teaching_language";"ease_teaching_mathematics";"ease_teaching_science";"score_FSMAS_SE";"FSMAS_SE1";"FSMAS_SE2";"FSMAS_SE3";"FSMAS_SE4";"FSMAS_SE5";"FSMAS_SE6";"FSMAS_SE7";"FSMAS_SE8";"FSMAS_SE9";"sum_arith_perf";"arith_perf_correct_order";"arith_perf1_acc";"arith_perf2_acc";"arith_perf3_acc";"arith_perf4_acc";"arith_perf5_acc";"arith_perf6_acc";"arith_perf7_acc";"arith_perf8_acc";"arith_perf9_acc";"arith_perf10_acc";"arith_perf11_acc";"arith_perf12_acc";"arith_perf13_acc";"arith_perf14_acc";"arith_perf15_acc";"arith_perf16_acc";"arith_perf17_acc";"arith_perf18_acc";"arith_perf19_acc";"arith_perf20_acc";"arith_perf21_acc";"arith_perf22_acc";"arith_perf23_acc";"arith_perf24_acc";"arith_perf25_acc";"arith_perf26_acc";"arith_perf27_acc";"arith_perf28_acc";"arith_perf29_acc";"arith_perf30_acc";"arith_perf31_acc";"arith_perf32_acc";"arith_perf33_acc";"arith_perf34_acc";"arith_perf35_acc";"arith_perf36_acc";"arith_perf37_acc";"arith_perf38_acc";"arith_perf39_acc";"arith_perf40_acc";"arith_perf1_resp";"arith_perf2_resp";"arith_perf3_resp";"arith_perf4_resp";"arith_perf5_resp";"arith_perf6_resp";"arith_perf7_resp";"arith_perf8_resp";"arith_perf9_resp";"arith_perf10_resp";"arith_perf11_resp";"arith_perf12_resp";"arith_perf13_resp";"arith_perf14_resp";"arith_perf15_resp";"arith_perf16_resp";"arith_perf17_resp";"arith_perf18_resp";"arith_perf19_resp";"arith_perf20_resp";"arith_perf21_resp";"arith_perf22_resp";"arith_perf23_resp";"arith_perf24_resp";"arith_perf25_resp";"arith_perf26_resp";"arith_perf27_resp";"arith_perf28_resp";"arith_perf29_resp";"arith_perf30_resp";"arith_perf31_resp";"arith_perf32_resp";"arith_perf33_resp";"arith_perf34_resp";"arith_perf35_resp";"arith_perf36_resp";"arith_perf37_resp";"arith_perf38_resp";"arith_perf39_resp";"arith_perf40_resp"
"221";"276";"german_students";"m";"24";"20-29 years";"yes";"3";"2";"6";"yes";"yes";"3";NA;"8";"5";"5";"4";"4";"4";"4";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"11";"2";"1";"1";"1";"3";"2";"1";"10";"2";"3";"2";"1";"2";"6";"1";"1";"1";"2";"1";"15";"3";"4";"4";"4";"14";"4";"4";"3";"3";"24";"4";"4";"4";"4";"4";"4";"16";"1";"1";"2";"2";"5";"2";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";"8";"63";"4";"78";"112";"48";"60";"3";NA;NA;NA;NA;NA;NA;NA;NA
"222";"277";"german_students";"m";"22";"20-29 years";"yes";"1";"2";"5";"yes";"yes";"2";NA;"7";"5";"5";"3";"5";"5";"3";"10";"5";"5";"1";"1";"1";"1";"1";"1";"1";"2";"1";"21";"3";"3";"3";"3";"3";"4";"2";"10";"3";"3";"1";"1";"2";"13";"3";"3";"3";"2";"2";"16";"4";"4";"4";"4";"9";"2";"2";"2";"3";"24";"4";"4";"4";"4";"4";"4";"26";"4";"2";"4";"4";"3";"4";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"16";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"112";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"223";"278";"german_students";"f";"20";"20-29 years";"yes";"1";"2";"6";"yes";"yes";"3";NA;"8";"4";"5";"4";"5";"5";"4";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"14";"3";"3";"2";"2";"1";"1";"2";"9";"2";"2";"1";"2";"2";"11";"3";"2";"2";"2";"2";"15";"4";"3";"4";"4";"13";"3";"3";"3";"4";"21";"3";"4";"4";"4";"3";"3";"24";"3";"4";"2";"2";"4";"3";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"7";"188";"3";"56";"17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"224";"279";"german_students";"f";"26";"20-29 years";"yes";"3";"1";"1";"yes";"yes";"3";NA;"9";"1";"4";"2";"5";"5";"5";"17";"5";"12";"1";"1";"1";"5";"1";"1";"1";"5";"1";"10";"1";"2";"2";"2";"1";"1";"1";"7";"2";"1";"1";"1";"2";"6";"2";"1";"1";"1";"1";"6";"1";"2";"1";"2";"16";"4";"4";"4";"4";"17";"4";"4";"2";"4";"2";"1";"16";"2";"2";"2";"3";"1";"2";"1";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"128";"8";"75";"98";"9";"24";"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"225";"280";"german_students";"f";"22";"20-29 years";"yes";"1";"3";"6";"yes";"yes";"4";NA;"13";"3";"5";"4";"4";"5";"4";"11";"5";"6";"1";"1";"1";"2";"1";"1";"1";"2";"1";"10";"1";"1";"1";"2";"3";"1";"1";"6";"2";"1";"1";"1";"1";"9";"3";"2";"1";"1";"2";"11";"3";"3";"2";"3";"12";"3";"3";"3";"3";"22";"4";"4";"4";"4";"3";"3";"16";"1";"2";"1";"2";"2";"3";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"11";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"198";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"226";"282";"german_students";"f";"25";"20-29 years";"yes";"2";"2";"7";"yes";"yes";"2";NA;"10";"3";"5";"1";"4";"4";"1";"11";"5";"6";"1";"1";"1";"2";"1";"1";"1";"2";"1";"10";"2";"2";"2";"1";"1";"1";"1";"7";"2";"2";"1";"1";"1";"6";"2";"1";"1";"1";"1";"14";"3";"4";"3";"4";"15";"4";"4";"3";"4";"17";"4";"3";"4";"3";"2";"1";"28";"2";"4";"4";"5";"4";"2";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"0";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"128";"8";"75";"98";"9";"24";"90";"131";"15";"9";"188";"3";"56";"171";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"227";"283";"german_students";"f";"19";"< 20 years";"yes";"1";"2";"5";"yes";"yes";"2";NA;"11";"3";"5";"2";"3";"5";"3";"11";"5";"6";"1";"2";"1";"2";"1";"1";"1";"1";"1";"9";"1";"2";"1";"1";"2";"1";"1";"6";"1";"1";"2";"1";"1";"9";"3";"2";"1";"2";"1";"13";"3";"3";"3";"4";"9";"2";"2";"2";"3";"24";"4";"4";"4";"4";"4";"4";"23";"2";"4";"2";"3";"3";"1";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"42";"75";"98";"9";"24";"90";"12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"228";"284";"german_students";"m";"22";"20-29 years";"yes";"2";"3";"5";"yes";"yes";"3";NA;"10";"3";"5";"3";"4";"4";"3";"21";"7";"14";"1";"3";"2";"4";"3";"2";"1";"4";"1";"14";"2";"2";"2";"4";"2";"1";"1";"5";"1";"1";"1";"1";"1";"11";"2";"2";"4";"1";"2";"12";"3";"3";"3";"3";"16";"4";"4";"4";"4";"24";"4";"4";"4";"4";"4";"4";"18";"2";"3";"2";"2";"2";"2";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"144";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"229";"286";"german_students";"f";"20";"20-29 years";"yes";"2";"1";"5";"yes";"yes";"3";NA;"15";"2";"4";"5";"2";"4";"4";"26";"8";"18";"1";"4";"1";"5";"4";"1";"4";"5";"1";"14";"2";"1";"2";"3";"2";"2";"2";"10";"2";"2";"2";"2";"2";"7";"2";"2";"1";"1";"1";"8";"2";"2";"2";"2";"14";"4";"4";"3";"3";"11";"3";"1";"2";"3";"1";"1";"31";"4";"3";"4";"4";"5";"4";"2";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"1";"yes";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"120";"13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"230";"287";"german_students";"f";"19";"< 20 years";"yes";"1";"3";"9";"yes";"yes";"2";NA;"10";"5";"3";"4";"4";"3";"4";"12";"5";"7";"1";"1";"1";"2";"1";"1";"1";"3";"1";"7";"1";"1";"1";"1";"1";"1";"1";"8";"2";"2";"2";"1";"1";"11";"3";"3";"3";"1";"1";"15";"3";"4";"4";"4";"14";"4";"4";"3";"3";"21";"4";"4";"4";"4";"2";"3";"20";"2";"2";"2";"4";"2";"4";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"231";"289";"german_students";"f";"25";"20-29 years";"yes";"1";"1";"4";"yes";"yes";"3";NA;"7";"2";"2";"4";"2";"2";"4";"30";"13";"17";"3";"4";"3";"5";"3";"2";"2";"5";"3";"12";"2";"2";"2";"1";"2";"2";"1";"9";"2";"2";"2";"1";"2";"12";"3";"3";"2";"2";"2";"10";"2";"3";"3";"2";"12";"3";"3";"3";"3";"9";"3";"1";"1";"2";"1";"1";"32";"4";"4";"3";"5";"4";"4";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"0";"1";"0";"1";"1";"1";"1";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"237";"128";"9";"75";"98";"9";"24";"80";"121";"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"232";"290";"german_students";"f";"21";"20-29 years";"yes";"5";"1";"1";"yes";"yes";"2";NA;"11";"1";"2";"4";"1";"2";"4";"30";"11";"19";"1";"5";"3";"5";"4";"1";"3";"5";"3";"16";"2";"2";"3";"4";"1";"3";"1";"15";"3";"4";"2";"3";"3";"15";"3";"3";"4";"3";"2";"4";"1";"1";"1";"1";"14";"3";"3";"4";"4";"10";"2";"2";"2";"2";"1";"1";"29";"3";"3";"4";"4";"3";"3";"4";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"5";"yes";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"124";"11";"75";"98";"9";"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"233";"291";"german_students";"f";"23";"20-29 years";"yes";"1";"2";"5";"yes";"no";"4";NA;"7";"5";"4";"4";"4";"4";"4";"10";"5";"5";"1";"2";"1";"1";"1";"1";"1";"1";"1";"11";"2";"1";"2";"1";"2";"2";"1";"6";"2";"1";"1";"1";"1";"8";"2";"2";"1";"2";"1";"14";"4";"3";"4";"3";"16";"4";"4";"4";"4";"20";"4";"4";"3";"3";"3";"3";"19";"3";"2";"2";"2";"3";"2";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"2";"7";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"234";"293";"german_students";"f";"18";"< 20 years";"yes";"3";"1";"5";"yes";"yes";"2";NA;"12";"3";"3";"5";"4";"4";"5";"20";"6";"14";"1";"3";"1";"4";"3";"1";"1";"4";"2";"20";"3";"3";"3";"4";"2";"3";"2";"11";"2";"2";"2";"2";"3";"14";"3";"4";"2";"3";"2";"12";"3";"3";"3";"3";"16";"4";"4";"4";"4";"19";"4";"3";"3";"4";"3";"2";"29";"3";"4";"4";"4";"3";"4";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"235";"294";"german_students";"f";"29";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"2";NA;"17";"3";"5";"2";"4";"5";"2";"13";"5";"8";"1";"1";"1";"2";"2";"1";"1";"3";"1";"10";"1";"2";"2";"1";"1";"2";"1";"5";"1";"1";"1";"1";"1";"6";"2";"1";"1";"1";"1";"12";"2";"4";"2";"4";"16";"4";"4";"4";"4";"24";"4";"4";"4";"4";"4";"4";"20";"1";"3";"2";"2";"4";"3";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"236";"295";"german_students";"m";"21";"20-29 years";"yes";"3";"1";"5";"yes";"no";"2";NA;"17";"3";"4";"3";"3";"3";"3";"28";"11";"17";"1";"4";"3";"4";"4";"2";"4";"5";"1";"11";"2";"1";"1";"1";"3";"2";"1";"11";"3";"2";"2";"2";"2";"16";"4";"3";"2";"4";"3";"12";"2";"4";"2";"4";"14";"4";"3";"4";"3";"23";"4";"4";"4";"4";"3";"4";"16";"1";"2";"2";"3";"2";"1";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"yes";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"6";"75";"98";"9";"24";"90";"121";"15";"9";"88";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"237";"296";"german_students";"f";"25";"20-29 years";"yes";"2";"2";"9";"yes";"yes";"2";NA;"8";"5";"5";"2";"5";"5";"2";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"12";"2";"2";"1";"2";"2";"2";"1";"7";"2";"2";"1";"1";"1";"15";"4";"3";"4";"3";"1";"14";"3";"4";"3";"4";"10";"2";"2";"2";"4";"23";"4";"4";"4";"4";"3";"4";"23";"2";"4";"3";"4";"4";"1";"2";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"238";"297";"german_students";"f";"20";"20-29 years";"yes";"2";"3";"9";"yes";"yes";"2";NA;"9";"5";"5";"2";"5";"5";"3";"17";"5";"12";"1";"2";"1";"4";"2";"1";"1";"4";"1";"18";"3";"3";"3";"3";"1";"2";"3";"6";"2";"1";"1";"1";"1";"14";"3";"3";"3";"3";"2";"16";"4";"4";"4";"4";"7";"1";"2";"1";"3";"21";"4";"3";"4";"4";"3";"3";"26";"3";"3";"2";"5";"4";"2";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"yes";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"88";"9";"24";"90";"121";"15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"239";"298";"german_students";"f";"28";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"3";NA;"7";"2";"4";"4";"4";"4";"4";"24";"5";"19";"1";"5";"1";"5";"4";"1";"1";"5";"1";"18";"4";"3";"3";"2";"1";"1";"4";"10";"3";"3";"1";"1";"2";"15";"4";"4";"2";"4";"1";"8";"2";"2";"2";"2";"7";"1";"1";"1";"4";"24";"4";"4";"4";"4";"4";"4";"37";"5";"5";"5";"5";"5";"2";"5";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"4";"yes";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"136";"8";"75";"98";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"240";"300";"german_students";"f";"21";"20-29 years";"yes";"1";"2";"5";"yes";"yes";"2";NA;"7";"2";"4";"4";"3";"3";"4";"21";"5";"16";"1";"3";"1";"4";"4";"1";"1";"5";"1";"10";"2";"1";"2";"2";"1";"1";"1";"7";"2";"2";"1";"1";"1";"15";"3";"3";"4";"3";"2";"9";"2";"3";"2";"2";"16";"4";"4";"4";"4";"19";"4";"4";"3";"4";"2";"2";"28";"3";"4";"4";"4";"3";"2";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"31";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";"8";"63";"4";"76";"112";"48";"60";NA;NA;NA;NA;NA;NA;NA;NA;NA
"241";"301";"german_students";"m";"29";"20-29 years";"yes";"2";"3";"7";"yes";"yes";"3";NA;"8";"4";"5";"2";"4";"4";"2";"13";"5";"8";"1";"1";"1";"2";"2";"1";"1";"3";"1";"12";"2";"2";"2";"3";"1";"1";"1";"7";"2";"2";"1";"1";"1";"9";"3";"2";"2";"1";"1";"14";"3";"4";"3";"4";"11";"3";"2";"3";"3";"22";"4";"4";"4";"3";"3";"4";"27";"3";"4";"4";"3";"4";"3";"4";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"54";"171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
