"id_unique";"id_sample";"sample";"sex";"age";"age_range";"native_speaker";"math_grade";"math_load";"math_inf_program_choice";"honesty";"breaks";"noise";"device";"total_time_minutes";"liking_math";"liking_science";"liking_humanities";"persistence_math";"persistence_science";"persistence_humanities";"score_AMAS_total";"score_AMAS_learning";"score_AMAS_testing";"AMAS1";"AMAS2";"AMAS3";"AMAS4";"AMAS5";"AMAS6";"AMAS7";"AMAS8";"AMAS9";"score_GAD";"GAD1";"GAD2";"GAD3";"GAD4";"GAD5";"GAD6";"GAD7";"score_STAI_state_short";"STAI1";"STAI2";"STAI3";"STAI4";"STAI5";"score_TAI_short";"TAI1";"TAI2";"TAI3";"TAI4";"TAI5";"score_SDQ_M";"SDQ_M1";"SDQ_M2";"SDQ_M3";"SDQ_M4";"score_SDQ_L";"SDQ_L1";"SDQ_L2";"SDQ_L3";"SDQ_L4";"score_PISA_ME";"PISA_ME1";"PISA_ME2";"PISA_ME3";"PISA_ME4";"PISA_ME5";"PISA_ME6";"score_BFI_N";"BFI_N1";"BFI_N2";"BFI_N3";"BFI_N4";"BFI_N5";"BFI_N6";"BFI_N7";"BFI_N8";"teacher";"teacher_stage";"teacher_duration";"teacher_experience";"number_main_foci";"main_focus_literacy";"main_focus_humanities";"main_focus_science";"main_focus_mathematics";"main_focus_not_applicable";"preference_teaching_language";"preference_teaching_mathematics";"preference_teaching_science";"ease_teaching_language";"ease_teaching_mathematics";"ease_teaching_science";"score_FSMAS_SE";"FSMAS_SE1";"FSMAS_SE2";"FSMAS_SE3";"FSMAS_SE4";"FSMAS_SE5";"FSMAS_SE6";"FSMAS_SE7";"FSMAS_SE8";"FSMAS_SE9";"sum_arith_perf";"arith_perf_correct_order";"arith_perf1_acc";"arith_perf2_acc";"arith_perf3_acc";"arith_perf4_acc";"arith_perf5_acc";"arith_perf6_acc";"arith_perf7_acc";"arith_perf8_acc";"arith_perf9_acc";"arith_perf10_acc";"arith_perf11_acc";"arith_perf12_acc";"arith_perf13_acc";"arith_perf14_acc";"arith_perf15_acc";"arith_perf16_acc";"arith_perf17_acc";"arith_perf18_acc";"arith_perf19_acc";"arith_perf20_acc";"arith_perf21_acc";"arith_perf22_acc";"arith_perf23_acc";"arith_perf24_acc";"arith_perf25_acc";"arith_perf26_acc";"arith_perf27_acc";"arith_perf28_acc";"arith_perf29_acc";"arith_perf30_acc";"arith_perf31_acc";"arith_perf32_acc";"arith_perf33_acc";"arith_perf34_acc";"arith_perf35_acc";"arith_perf36_acc";"arith_perf37_acc";"arith_perf38_acc";"arith_perf39_acc";"arith_perf40_acc";"arith_perf1_resp";"arith_perf2_resp";"arith_perf3_resp";"arith_perf4_resp";"arith_perf5_resp";"arith_perf6_resp";"arith_perf7_resp";"arith_perf8_resp";"arith_perf9_resp";"arith_perf10_resp";"arith_perf11_resp";"arith_perf12_resp";"arith_perf13_resp";"arith_perf14_resp";"arith_perf15_resp";"arith_perf16_resp";"arith_perf17_resp";"arith_perf18_resp";"arith_perf19_resp";"arith_perf20_resp";"arith_perf21_resp";"arith_perf22_resp";"arith_perf23_resp";"arith_perf24_resp";"arith_perf25_resp";"arith_perf26_resp";"arith_perf27_resp";"arith_perf28_resp";"arith_perf29_resp";"arith_perf30_resp";"arith_perf31_resp";"arith_perf32_resp";"arith_perf33_resp";"arith_perf34_resp";"arith_perf35_resp";"arith_perf36_resp";"arith_perf37_resp";"arith_perf38_resp";"arith_perf39_resp";"arith_perf40_resp"
"200";"251";"german_students";"f";"22";"20-29 years";"yes";"3";"1";"1";"yes";"yes";"3";NA;"14";"1";"4";"5";"2";"4";"4";"25";"9";"16";"2";"5";"3";"4";"2";"1";"1";"5";"2";"17";"2";"2";"4";"2";"3";"3";"1";"6";"2";"1";"1";"1";"1";"18";"4";"4";"4";"3";"3";"6";"1";"2";"1";"2";"15";"4";"4";"3";"4";"19";"4";"2";"3";"4";"3";"3";"28";"4";"3";"3";"4";"3";"4";"4";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"1";"0";"1";"1";"0";"0";"1";"1";"1";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";NA;"75";"98";"7";"44";"90";"121";"15";"9";"175";NA;"56";"171";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"201";"252";"german_students";"m";"25";"20-29 years";"yes";"2";"2";"7";"yes";"yes";"3";NA;"7";"5";"5";"3";"4";"4";"2";"17";"5";"12";"1";"4";"1";"1";"3";"1";"1";"4";"1";"12";"2";"1";"2";"2";"3";"1";"1";"7";"2";"2";"1";"1";"1";"8";"2";"2";"1";"2";"1";"13";"3";"4";"2";"4";"9";"2";"2";"2";"3";"24";"4";"4";"4";"4";"4";"4";"22";"2";"4";"2";"4";"2";"2";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"202";"253";"german_students";"f";"24";"20-29 years";"yes";"2";"2";"5";"yes";"yes";"1";NA;"9";"4";"3";"5";"4";"3";"4";"14";"5";"9";"1";"2";"1";"3";"1";"1";"1";"3";"1";"12";"2";"2";"1";"2";"2";"2";"1";"7";"2";"1";"2";"1";"1";"9";"2";"1";"2";"2";"2";"14";"3";"4";"3";"4";"14";"3";"4";"3";"4";"24";"4";"4";"4";"4";"4";"4";"27";"3";"3";"3";"4";"3";"3";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"yes";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"228";"8";"85";"98";"9";"24";"90";"121";"15";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"203";"254";"german_students";"f";"20";"20-29 years";"yes";"1";"1";"5";"yes";"yes";"3";NA;"8";"5";"5";"5";"5";"5";"5";"9";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"14";"2";"2";"2";"2";"2";"3";"1";"7";"2";"2";"1";"1";"1";"10";"2";"2";"2";"2";"2";"16";"4";"4";"4";"4";"16";"4";"4";"4";"4";"23";"4";"4";"4";"4";"4";"3";"22";"3";"3";"2";"3";"3";"4";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"18";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"204";"255";"german_students";"m";"25";"20-29 years";"yes";"3";"3";"7";"yes";"yes";"3";NA;"8";"4";"4";"1";"4";"5";"2";"25";"10";"15";"1";"3";"2";"3";"4";"2";"3";"5";"2";"24";"4";"2";"4";"4";"4";"2";"4";"14";"3";"3";"3";"2";"3";"14";"3";"4";"2";"2";"3";"12";"3";"3";"3";"3";"8";"2";"2";"2";"2";"22";"3";"4";"3";"4";"4";"4";"19";"2";"3";"2";"3";"3";"1";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"1";"1";"0";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"13";"55";"98";"9";"24";"90";"131";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"205";"257";"german_students";"f";"31";"30-39 years";"yes";"4";"2";"5";"yes";"yes";"2";NA;"7";"2";"5";"2";"3";"4";"3";"22";"8";"14";"1";"3";"2";"4";"3";"1";"2";"4";"2";"24";"4";"4";"4";"4";"4";"2";"2";"10";"2";"2";"2";"2";"2";"17";"3";"4";"4";"3";"3";"10";"3";"2";"2";"3";"15";"4";"4";"4";"3";"24";"4";"4";"4";"4";"4";"4";"28";"3";"4";"3";"4";"4";"3";"4";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"206";"258";"german_students";"f";"27";"20-29 years";"yes";"4";"3";"6";"yes";"yes";"3";NA;"11";"3";"4";"3";"4";"5";"3";"19";"5";"14";"1";"4";"1";"4";"1";"1";"1";"5";"1";"19";"3";"3";"3";"3";"1";"3";"3";"6";"2";"1";"1";"1";"1";"8";"3";"2";"1";"1";"1";"12";"3";"4";"1";"4";"16";"4";"4";"4";"4";"23";"4";"4";"4";"4";"3";"4";"26";"2";"2";"3";"4";"3";"4";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"16";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"207";"259";"german_students";"f";"26";"20-29 years";"yes";"3";"3";"9";"yes";"yes";"4";NA;"10";"5";"5";"4";"4";"4";"4";"14";"5";"9";"1";"1";"1";"2";"2";"1";"1";"4";"1";"13";"2";"2";"2";"3";"1";"2";"1";"6";"1";"2";"1";"1";"1";"17";"4";"4";"3";"4";"2";"8";"3";"3";"1";"1";"12";"3";"3";"3";"3";"24";"4";"4";"4";"4";"4";"4";"23";"3";"2";"3";"5";"3";"2";"3";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"1";"0";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"112";"8";"70";"99";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"208";"260";"german_students";"f";"24";"20-29 years";"yes";"3";"2";"4";"yes";"yes";"2";NA;"11";"2";"2";"4";"4";"4";"5";"29";"13";"16";"3";"4";"3";"4";"4";"2";"2";"4";"3";"12";"2";"2";"2";"2";"1";"1";"2";"10";"2";"2";"2";"2";"2";"11";"3";"3";"3";"1";"1";"8";"2";"2";"2";"2";"16";"4";"4";"4";"4";"16";"3";"3";"2";"3";"2";"3";"19";"4";"3";"2";"3";"2";"1";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"88";"2.5";"56";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"209";"262";"german_students";"m";"20";"20-29 years";"yes";"4";"1";"5";"yes";"yes";"3";NA;"9";"2";"2";"3";"4";"4";"4";"20";"10";"10";"2";"2";"2";"2";"3";"2";"2";"3";"2";"19";"2";"4";"4";"3";"2";"2";"2";"6";"2";"1";"1";"1";"1";"10";"2";"2";"2";"2";"2";"10";"2";"3";"2";"3";"10";"4";"4";"1";"1";"24";"4";"4";"4";"4";"4";"4";"25";"4";"3";"3";"3";"3";"3";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"0";"1";"0";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"108";"8";NA;"98";"9";"22";"90";"121";"15";"9";"188";"3";"56";"171";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"210";"263";"german_students";"m";"21";"20-29 years";"yes";"2";"2";"6";"yes";"yes";"4";NA;"9";"5";"5";"2";"4";"4";"3";"10";"5";"5";"1";"1";"1";"1";"1";"1";"1";"2";"1";"9";"2";"1";"2";"1";"1";"1";"1";"6";"2";"1";"1";"1";"1";"14";"4";"2";"4";"2";"2";"12";"3";"3";"3";"3";"9";"2";"2";"2";"3";"24";"4";"4";"4";"4";"4";"4";"20";"2";"4";"3";"3";"1";"3";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"211";"264";"german_students";"m";"23";"20-29 years";"yes";"2";"3";"8";"yes";"yes";"2";NA;"14";"4";"5";"3";"4";"4";"3";"19";"7";"12";"1";"2";"2";"3";"2";"1";"1";"5";"2";"10";"2";"1";"2";"1";"1";"2";"1";"8";"2";"3";"1";"1";"1";"8";"2";"1";"2";"2";"1";"15";"3";"4";"4";"4";"12";"3";"3";"4";"2";"23";"4";"4";"4";"4";"3";"4";"15";"2";"2";"2";"3";"1";"2";"2";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"13";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"212";"266";"german_students";"m";"30";"30-39 years";"yes";"2";"2";"9";"yes";"yes";"4";NA;"9";"5";"5";"2";"5";"5";"3";"9";"5";"4";"1";"1";"1";"1";"1";"1";"1";"1";"1";"13";"2";"1";"1";"2";"4";"2";"1";"6";"2";"1";"1";"1";"1";"9";"2";"2";"2";"2";"1";"16";"4";"4";"4";"4";"8";"2";"2";"2";"2";"24";"4";"4";"4";"4";"4";"4";"16";"2";"2";"2";"3";"2";"1";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"21";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"213";"267";"german_students";"m";"26";"20-29 years";"yes";"3";"2";"5";"yes";"yes";"3";NA;"9";"3";"4";"4";"4";"3";"4";"14";"5";"9";"1";"2";"1";"2";"2";"1";"1";"3";"1";"12";"2";"2";"2";"2";"1";"2";"1";"10";"2";"2";"2";"2";"2";"7";"2";"1";"1";"1";"2";"12";"2";"3";"3";"4";"13";"3";"4";"3";"3";"22";"4";"4";"4";"4";"3";"3";"20";"3";"2";"2";"3";"2";"4";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"12";"yes";"1";"0";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"112";"8";"75";"98";"9";"22";"90";"121";"15";"9";"188";"3";"56";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"214";"268";"german_students";"f";"20";"20-29 years";"yes";"5";"1";"2";"yes";"yes";"2";NA;"7";"2";"3";"5";"3";"3";"4";"25";"8";"17";"1";"3";"2";"5";"5";"1";"1";"4";"3";"11";"1";"1";"1";"3";"2";"1";"2";"9";"2";"1";"2";"2";"2";"7";"1";"1";"1";"2";"2";"9";"2";"2";"2";"3";"16";"4";"4";"4";"4";"21";"4";"3";"3";"4";"3";"4";"30";"3";"4";"4";"4";"3";"5";"3";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"14";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"131";"15";"9";"188";"2";"56";"171";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"215";"269";"german_students";"f";"22";"20-29 years";"yes";"1";"3";"9";"yes";"yes";"1";NA;"8";"5";"5";"5";"4";"5";"4";"17";"5";"12";"1";"3";"1";"3";"2";"1";"1";"4";"1";"14";"3";"2";"2";"3";"1";"1";"2";"10";"3";"2";"1";"1";"3";"11";"3";"2";"2";"2";"2";"16";"4";"4";"4";"4";"16";"4";"4";"4";"4";"23";"4";"4";"3";"4";"4";"4";"29";"3";"4";"3";"5";"3";"2";"4";"5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"7";"yes";"1";"0";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"132";"8";"75";"98";"9";"24";"90";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"216";"270";"german_students";"f";"23";"20-29 years";"yes";"4";"1";"2";"yes";"yes";"2";NA;"8";"1";"1";"5";"2";"3";"5";"30";"13";"17";"4";"5";"2";"4";"3";"2";"2";"5";"3";"16";"3";"3";"3";"2";"1";"2";"2";"11";"2";"2";"3";"2";"2";"10";"2";"2";"2";"2";"2";"4";"1";"1";"1";"1";"15";"4";"4";"3";"4";"11";"2";"2";"2";"3";"1";"1";"32";"4";"4";"4";"5";"4";"3";"4";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"9";"yes";"1";"0";"1";"0";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"124";"8";"85";"98";"9";"24";"90";"121";"15";"9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"217";"271";"german_students";"f";"40";"40-49 years";"yes";"1";"2";"5";"yes";"yes";"2";NA;"8";"4";"4";"4";"4";"4";"3";"12";"5";"7";"1";"2";"1";"2";"1";"1";"1";"2";"1";"10";"2";"1";"1";"2";"2";"1";"1";"6";"1";"1";"1";"1";"2";"13";"3";"3";"3";"2";"2";"15";"3";"4";"4";"4";"10";"2";"2";"2";"4";"20";"4";"4";"3";"3";"3";"3";"17";"2";"2";"3";"2";"2";"2";"2";"2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"24";"yes";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"128";"8";"75";"98";"9";"24";"90";"121";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";"47";"9";"131";"8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"218";"272";"german_students";"f";"32";"30-39 years";"yes";"4";"1";"1";"yes";"yes";"1";NA;"10";"1";"1";"5";"2";"2";"5";"19";"6";"13";"1";"2";"1";"4";"4";"1";"1";"3";"2";"13";"3";"2";"2";"2";"1";"1";"2";"7";"2";"1";"2";"1";"1";"13";"1";"4";"3";"2";"3";"7";"1";"3";"1";"2";"16";"4";"4";"4";"4";"13";"3";"2";"2";"3";"2";"1";"27";"4";"3";"4";"5";"3";"2";"2";"4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"no";"1";"0";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"126";NA;"75";"98";"9";"24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"219";"273";"german_students";"f";"25";"20-29 years";"yes";"1";"2";"3";"yes";"yes";"2";NA;"11";"2";"4";"5";"3";"4";"5";"31";"14";"17";"4";"5";"2";"4";"3";"2";"3";"5";"3";"15";"2";"2";"3";"2";"2";"2";"2";"10";"2";"2";"2";"2";"2";"15";"3";"3";"4";"3";"2";"10";"3";"2";"2";"3";"12";"3";"3";"3";"3";"16";"3";"3";"3";"3";"2";"2";"28";"3";"4";"4";"3";"4";"4";"3";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"10";"yes";"1";"0";"0";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"122";"9.7";"75";"98";"9";"24";"90";"121";"15";"9";"88";"3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"220";"275";"german_students";"m";"25";"20-29 years";"yes";"2";"3";"5";"yes";"yes";"1";NA;"7";"4";"5";"2";"4";"4";"3";"11";"5";"6";"1";"1";"1";"2";"1";"1";"1";"2";"1";"7";"1";"1";"1";"1";"1";"1";"1";"6";"1";"2";"1";"1";"1";"9";"2";"2";"1";"2";"2";"14";"3";"4";"3";"4";"16";"4";"4";"4";"4";"23";"4";"4";"4";"4";"3";"4";"10";"1";"1";"2";"2";"1";"1";"1";"1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"20";"yes";"1";"1";"1";"1";"1";"1";"1";"1";"0";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"128";"8";"75";"98";"9";"24";"90";"65";"15";"9";"188";"3";"56";"171";"2";"175";"74";"18";"129";"16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
